"ID";"RegioS";"Eigendom";"Perioden";"GemiddeldeWOZWaardeVanWoningen_1"
"2390";"GM0377";"A047047";"2021JJ00";"     303"
"2391";"GM0377";"A047047";"2022JJ00";"     326"
"2392";"GM0377";"A047047";"2023JJ00";"     361"
"2393";"GM0377";"A047047";"2024JJ00";"       ."
"2394";"GM0377";"A047048";"2019JJ00";"     560"
"2395";"GM0377";"A047048";"2020JJ00";"     614"
"2396";"GM0377";"A047048";"2021JJ00";"     637"
"2397";"GM0377";"A047048";"2022JJ00";"     632"
"2398";"GM0377";"A047048";"2023JJ00";"     687"
"2399";"GM0377";"A047048";"2024JJ00";"       ."
"2400";"GM1901";"T001132";"2019JJ00";"     307"
"2401";"GM1901";"T001132";"2020JJ00";"     330"
"2402";"GM1901";"T001132";"2021JJ00";"     352"
"2403";"GM1901";"T001132";"2022JJ00";"     381"
"2404";"GM1901";"T001132";"2023JJ00";"     434"
"2405";"GM1901";"T001132";"2024JJ00";"     449"
"2406";"GM1901";"1014800";"2019JJ00";"     348"
"2407";"GM1901";"1014800";"2020JJ00";"     371"
"2408";"GM1901";"1014800";"2021JJ00";"     395"
"2409";"GM1901";"1014800";"2022JJ00";"     426"
"2410";"GM1901";"1014800";"2023JJ00";"     488"
"2411";"GM1901";"1014800";"2024JJ00";"       ."
"2412";"GM1901";"A047047";"2019JJ00";"     186"
"2413";"GM1901";"A047047";"2020JJ00";"     205"
"2414";"GM1901";"A047047";"2021JJ00";"     223"
"2415";"GM1901";"A047047";"2022JJ00";"     247"
"2416";"GM1901";"A047047";"2023JJ00";"     277"
"2417";"GM1901";"A047047";"2024JJ00";"       ."
"2418";"GM1901";"A047048";"2019JJ00";"     244"
"2419";"GM1901";"A047048";"2020JJ00";"     271"
"2420";"GM1901";"A047048";"2021JJ00";"     289"
"2421";"GM1901";"A047048";"2022JJ00";"     307"
"2422";"GM1901";"A047048";"2023JJ00";"     341"
"2423";"GM1901";"A047048";"2024JJ00";"       ."
"2424";"GM0755";"T001132";"2019JJ00";"     285"
"2425";"GM0755";"T001132";"2020JJ00";"     304"
"2426";"GM0755";"T001132";"2021JJ00";"     309"
"2427";"GM0755";"T001132";"2022JJ00";"     344"
"2428";"GM0755";"T001132";"2023JJ00";"     398"
"2429";"GM0755";"T001132";"2024JJ00";"     417"
"2430";"GM0755";"1014800";"2019JJ00";"     314"
"2431";"GM0755";"1014800";"2020JJ00";"     336"
"2432";"GM0755";"1014800";"2021JJ00";"     343"
"2433";"GM0755";"1014800";"2022JJ00";"     383"
"2434";"GM0755";"1014800";"2023JJ00";"     444"
"2435";"GM0755";"1014800";"2024JJ00";"       ."
"2436";"GM0755";"A047047";"2019JJ00";"     148"
"2437";"GM0755";"A047047";"2020JJ00";"     160"
"2438";"GM0755";"A047047";"2021JJ00";"     163"
"2439";"GM0755";"A047047";"2022JJ00";"     183"
"2440";"GM0755";"A047047";"2023JJ00";"     212"
"2441";"GM0755";"A047047";"2024JJ00";"       ."
"2442";"GM0755";"A047048";"2019JJ00";"     281"
"2443";"GM0755";"A047048";"2020JJ00";"     291"
"2444";"GM0755";"A047048";"2021JJ00";"     288"
"2445";"GM0755";"A047048";"2022JJ00";"     301"
"2446";"GM0755";"A047048";"2023JJ00";"     341"
"2447";"GM0755";"A047048";"2024JJ00";"       ."
"2448";"GM1681";"T001132";"2019JJ00";"     197"
"2449";"GM1681";"T001132";"2020JJ00";"     209"
"2450";"GM1681";"T001132";"2021JJ00";"     227"
"2451";"GM1681";"T001132";"2022JJ00";"     253"
"2452";"GM1681";"T001132";"2023JJ00";"     297"
"2453";"GM1681";"T001132";"2024JJ00";"     304"
"2454";"GM1681";"1014800";"2019JJ00";"     222"
"2455";"GM1681";"1014800";"2020JJ00";"     236"
"2456";"GM1681";"1014800";"2021JJ00";"     256"
"2457";"GM1681";"1014800";"2022JJ00";"     286"
"2458";"GM1681";"1014800";"2023JJ00";"     334"
"2459";"GM1681";"1014800";"2024JJ00";"       ."
"2460";"GM1681";"A047047";"2019JJ00";"     109"
"2461";"GM1681";"A047047";"2020JJ00";"     114"
"2462";"GM1681";"A047047";"2021JJ00";"     123"
"2463";"GM1681";"A047047";"2022JJ00";"     139"
"2464";"GM1681";"A047047";"2023JJ00";"     168"
"2465";"GM1681";"A047047";"2024JJ00";"       ."
"2466";"GM1681";"A047048";"2019JJ00";"     177"
"2467";"GM1681";"A047048";"2020JJ00";"     185"
"2468";"GM1681";"A047048";"2021JJ00";"     218"
"2469";"GM1681";"A047048";"2022JJ00";"     233"
"2470";"GM1681";"A047048";"2023JJ00";"     266"
"2471";"GM1681";"A047048";"2024JJ00";"       ."
"2472";"GM0147";"T001132";"2019JJ00";"     246"
"2473";"GM0147";"T001132";"2020JJ00";"     261"
"2474";"GM0147";"T001132";"2021JJ00";"     280"
"2475";"GM0147";"T001132";"2022JJ00";"     313"
"2476";"GM0147";"T001132";"2023JJ00";"     370"
"2477";"GM0147";"T001132";"2024JJ00";"     394"
"2478";"GM0147";"1014800";"2019JJ00";"     277"
"2479";"GM0147";"1014800";"2020JJ00";"     294"
"2480";"GM0147";"1014800";"2021JJ00";"     316"
"2481";"GM0147";"1014800";"2022JJ00";"     354"
"2482";"GM0147";"1014800";"2023JJ00";"     417"
"2483";"GM0147";"1014800";"2024JJ00";"       ."
"2484";"GM0147";"A047047";"2019JJ00";"     157"
"2485";"GM0147";"A047047";"2020JJ00";"     166"
"2486";"GM0147";"A047047";"2021JJ00";"     180"
"2487";"GM0147";"A047047";"2022JJ00";"     200"
"2488";"GM0147";"A047047";"2023JJ00";"     239"
"2489";"GM0147";"A047047";"2024JJ00";"       ."
"2490";"GM0147";"A047048";"2019JJ00";"     224"
"2491";"GM0147";"A047048";"2020JJ00";"     234"
"2492";"GM0147";"A047048";"2021JJ00";"     248"
"2493";"GM0147";"A047048";"2022JJ00";"     271"
"2494";"GM0147";"A047048";"2023JJ00";"     316"
"2495";"GM0147";"A047048";"2024JJ00";"       ."
"2496";"GM0654";"T001132";"2019JJ00";"     222"
"2497";"GM0654";"T001132";"2020JJ00";"     232"
"2498";"GM0654";"T001132";"2021JJ00";"     242"
"2499";"GM0654";"T001132";"2022JJ00";"     264"
"2500";"GM0654";"T001132";"2023JJ00";"     295"
"2501";"GM0654";"T001132";"2024JJ00";"     319"
"2502";"GM0654";"1014800";"2019JJ00";"     246"
"2503";"GM0654";"1014800";"2020JJ00";"     257"
"2504";"GM0654";"1014800";"2021JJ00";"     268"
"2505";"GM0654";"1014800";"2022JJ00";"     292"
"2506";"GM0654";"1014800";"2023JJ00";"     325"
"2507";"GM0654";"1014800";"2024JJ00";"       ."
"2508";"GM0654";"A047047";"2019JJ00";"     140"
"2509";"GM0654";"A047047";"2020JJ00";"     144"
"2510";"GM0654";"A047047";"2021JJ00";"     153"
"2511";"GM0654";"A047047";"2022JJ00";"     170"
"2512";"GM0654";"A047047";"2023JJ00";"     189"
"2513";"GM0654";"A047047";"2024JJ00";"       ."
"2514";"GM0654";"A047048";"2019JJ00";"     214"
"2515";"GM0654";"A047048";"2020JJ00";"     226"
"2516";"GM0654";"A047048";"2021JJ00";"     232"
"2517";"GM0654";"A047048";"2022JJ00";"     243"
"2518";"GM0654";"A047048";"2023JJ00";"     273"
"2519";"GM0654";"A047048";"2024JJ00";"       ."
"2520";"GM0756";"T001132";"2019JJ00";"     250"
"2521";"GM0756";"T001132";"2020JJ00";"     256"
"2522";"GM0756";"T001132";"2021JJ00";"     266"
"2523";"GM0756";"T001132";"2022JJ00";""
"2524";"GM0756";"T001132";"2023JJ00";""
"2525";"GM0756";"T001132";"2024JJ00";""
"2526";"GM0756";"1014800";"2019JJ00";"     289"
"2527";"GM0756";"1014800";"2020JJ00";"     297"
"2528";"GM0756";"1014800";"2021JJ00";"     307"
"2529";"GM0756";"1014800";"2022JJ00";""
"2530";"GM0756";"1014800";"2023JJ00";""
"2531";"GM0756";"1014800";"2024JJ00";""
"2532";"GM0756";"A047047";"2019JJ00";"     148"
"2533";"GM0756";"A047047";"2020JJ00";"     153"
"2534";"GM0756";"A047047";"2021JJ00";"     158"
"2535";"GM0756";"A047047";"2022JJ00";""
"2536";"GM0756";"A047047";"2023JJ00";""
"2537";"GM0756";"A047047";"2024JJ00";""
"2538";"GM0756";"A047048";"2019JJ00";"     204"
"2539";"GM0756";"A047048";"2020JJ00";"     208"
"2540";"GM0756";"A047048";"2021JJ00";"     220"
"2541";"GM0756";"A047048";"2022JJ00";""
"2542";"GM0756";"A047048";"2023JJ00";""
"2543";"GM0756";"A047048";"2024JJ00";""
"2544";"GM0757";"T001132";"2019JJ00";"     267"
"2545";"GM0757";"T001132";"2020JJ00";"     284"
"2546";"GM0757";"T001132";"2021JJ00";"     298"
"2547";"GM0757";"T001132";"2022JJ00";"     324"
"2548";"GM0757";"T001132";"2023JJ00";"     376"
"2549";"GM0757";"T001132";"2024JJ00";"     381"
"2550";"GM0757";"1014800";"2019JJ00";"     320"
"2551";"GM0757";"1014800";"2020JJ00";"     341"
"2552";"GM0757";"1014800";"2021JJ00";"     359"
"2553";"GM0757";"1014800";"2022JJ00";"     391"
"2554";"GM0757";"1014800";"2023JJ00";"     451"
"2555";"GM0757";"1014800";"2024JJ00";"       ."
"2556";"GM0757";"A047047";"2019JJ00";"     160"
"2557";"GM0757";"A047047";"2020JJ00";"     173"
"2558";"GM0757";"A047047";"2021JJ00";"     177"
"2559";"GM0757";"A047047";"2022JJ00";"     188"
"2560";"GM0757";"A047047";"2023JJ00";"     227"
"2561";"GM0757";"A047047";"2024JJ00";"       ."
"2562";"GM0757";"A047048";"2019JJ00";"     252"
"2563";"GM0757";"A047048";"2020JJ00";"     251"
"2564";"GM0757";"A047048";"2021JJ00";"     250"
"2565";"GM0757";"A047048";"2022JJ00";"     279"
"2566";"GM0757";"A047048";"2023JJ00";"     316"
"2567";"GM0757";"A047048";"2024JJ00";"       ."
"2568";"GM0758";"T001132";"2019JJ00";"     271"
"2569";"GM0758";"T001132";"2020JJ00";"     292"
"2570";"GM0758";"T001132";"2021JJ00";"     313"
"2571";"GM0758";"T001132";"2022JJ00";"     336"
"2572";"GM0758";"T001132";"2023JJ00";"     382"
"2573";"GM0758";"T001132";"2024JJ00";"     390"
"2574";"GM0758";"1014800";"2019JJ00";"     342"
"2575";"GM0758";"1014800";"2020JJ00";"     370"
"2576";"GM0758";"1014800";"2021JJ00";"     398"
"2577";"GM0758";"1014800";"2022JJ00";"     426"
"2578";"GM0758";"1014800";"2023JJ00";"     482"
"2579";"GM0758";"1014800";"2024JJ00";"       ."
"2580";"GM0758";"A047047";"2019JJ00";"     164"
"2581";"GM0758";"A047047";"2020JJ00";"     180"
"2582";"GM0758";"A047047";"2021JJ00";"     193"
"2583";"GM0758";"A047047";"2022JJ00";"     209"
"2584";"GM0758";"A047047";"2023JJ00";"     240"
"2585";"GM0758";"A047047";"2024JJ00";"       ."
"2586";"GM0758";"A047048";"2019JJ00";"     212"
"2587";"GM0758";"A047048";"2020JJ00";"     226"
"2588";"GM0758";"A047048";"2021JJ00";"     238"
"2589";"GM0758";"A047048";"2022JJ00";"     257"
"2590";"GM0758";"A047048";"2023JJ00";"     293"
"2591";"GM0758";"A047048";"2024JJ00";"       ."
"2592";"GM0501";"T001132";"2019JJ00";"     237"
"2593";"GM0501";"T001132";"2020JJ00";"     258"
"2594";"GM0501";"T001132";"2021JJ00";"     277"
"2595";"GM0501";"T001132";"2022JJ00";"     306"
"2596";"GM0501";"T001132";"2023JJ00";""
"2597";"GM0501";"T001132";"2024JJ00";""
"2598";"GM0501";"1014800";"2019JJ00";"     268"
"2599";"GM0501";"1014800";"2020JJ00";"     290"
"2600";"GM0501";"1014800";"2021JJ00";"     312"
"2601";"GM0501";"1014800";"2022JJ00";"     343"
"2602";"GM0501";"1014800";"2023JJ00";""
"2603";"GM0501";"1014800";"2024JJ00";""
"2604";"GM0501";"A047047";"2019JJ00";"     157"
"2605";"GM0501";"A047047";"2020JJ00";"     173"
"2606";"GM0501";"A047047";"2021JJ00";"     188"
"2607";"GM0501";"A047047";"2022JJ00";"     210"
"2608";"GM0501";"A047047";"2023JJ00";""
"2609";"GM0501";"A047047";"2024JJ00";""
"2610";"GM0501";"A047048";"2019JJ00";"     221"
"2611";"GM0501";"A047048";"2020JJ00";"     239"
"2612";"GM0501";"A047048";"2021JJ00";"     251"
"2613";"GM0501";"A047048";"2022JJ00";"     276"
"2614";"GM0501";"A047048";"2023JJ00";""
"2615";"GM0501";"A047048";"2024JJ00";""
"2616";"GM1876";"T001132";"2019JJ00";"     272"
"2617";"GM1876";"T001132";"2020JJ00";"     290"
"2618";"GM1876";"T001132";"2021JJ00";"     303"
"2619";"GM1876";"T001132";"2022JJ00";"     349"
"2620";"GM1876";"T001132";"2023JJ00";"     419"
"2621";"GM1876";"T001132";"2024JJ00";"     438"
"2622";"GM1876";"1014800";"2019JJ00";"     308"
"2623";"GM1876";"1014800";"2020JJ00";"     329"
"2624";"GM1876";"1014800";"2021JJ00";"     343"
"2625";"GM1876";"1014800";"2022JJ00";"     397"
"2626";"GM1876";"1014800";"2023JJ00";"     478"
"2627";"GM1876";"1014800";"2024JJ00";"       ."
"2628";"GM1876";"A047047";"2019JJ00";"     152"
"2629";"GM1876";"A047047";"2020JJ00";"     162"
"2630";"GM1876";"A047047";"2021JJ00";"     173"
"2631";"GM1876";"A047047";"2022JJ00";"     199"
"2632";"GM1876";"A047047";"2023JJ00";"     244"
"2633";"GM1876";"A047047";"2024JJ00";"       ."
"2634";"GM1876";"A047048";"2019JJ00";"     241"
"2635";"GM1876";"A047048";"2020JJ00";"     253"
"2636";"GM1876";"A047048";"2021JJ00";"     263"
"2637";"GM1876";"A047048";"2022JJ00";"     287"
"2638";"GM1876";"A047048";"2023JJ00";"     332"
"2639";"GM1876";"A047048";"2024JJ00";"       ."
"2640";"GM0213";"T001132";"2019JJ00";"     253"
"2641";"GM0213";"T001132";"2020JJ00";"     265"
"2642";"GM0213";"T001132";"2021JJ00";"     279"
"2643";"GM0213";"T001132";"2022JJ00";"     310"
"2644";"GM0213";"T001132";"2023JJ00";"     372"
"2645";"GM0213";"T001132";"2024JJ00";"     384"
"2646";"GM0213";"1014800";"2019JJ00";"     306"
"2647";"GM0213";"1014800";"2020JJ00";"     322"
"2648";"GM0213";"1014800";"2021JJ00";"     338"
"2649";"GM0213";"1014800";"2022JJ00";"     375"
"2650";"GM0213";"1014800";"2023JJ00";"     447"
"2651";"GM0213";"1014800";"2024JJ00";"       ."
"2652";"GM0213";"A047047";"2019JJ00";"     152"
"2653";"GM0213";"A047047";"2020JJ00";"     160"
"2654";"GM0213";"A047047";"2021JJ00";"     168"
"2655";"GM0213";"A047047";"2022JJ00";"     188"
"2656";"GM0213";"A047047";"2023JJ00";"     229"
"2657";"GM0213";"A047047";"2024JJ00";"       ."
"2658";"GM0213";"A047048";"2019JJ00";"     245"
"2659";"GM0213";"A047048";"2020JJ00";"     228"
"2660";"GM0213";"A047048";"2021JJ00";"     243"
"2661";"GM0213";"A047048";"2022JJ00";"     266"
"2662";"GM0213";"A047048";"2023JJ00";"     312"
"2663";"GM0213";"A047048";"2024JJ00";"       ."
"2664";"GM0899";"T001132";"2019JJ00";"     148"
"2665";"GM0899";"T001132";"2020JJ00";"     161"
"2666";"GM0899";"T001132";"2021JJ00";"     172"
"2667";"GM0899";"T001132";"2022JJ00";"     188"
"2668";"GM0899";"T001132";"2023JJ00";"     222"
"2669";"GM0899";"T001132";"2024JJ00";"     224"
"2670";"GM0899";"1014800";"2019JJ00";"     172"
"2671";"GM0899";"1014800";"2020JJ00";"     189"
"2672";"GM0899";"1014800";"2021JJ00";"     202"
"2673";"GM0899";"1014800";"2022JJ00";"     219"
"2674";"GM0899";"1014800";"2023JJ00";"     258"
"2675";"GM0899";"1014800";"2024JJ00";"       ."
"2676";"GM0899";"A047047";"2019JJ00";"      96"
"2677";"GM0899";"A047047";"2020JJ00";"     102"
"2678";"GM0899";"A047047";"2021JJ00";"     111"
"2679";"GM0899";"A047047";"2022JJ00";"     126"
"2680";"GM0899";"A047047";"2023JJ00";"     152"
"2681";"GM0899";"A047047";"2024JJ00";"       ."
"2682";"GM0899";"A047048";"2019JJ00";"     137"
"2683";"GM0899";"A047048";"2020JJ00";"     148"
"2684";"GM0899";"A047048";"2021JJ00";"     157"
"2685";"GM0899";"A047048";"2022JJ00";"     169"
"2686";"GM0899";"A047048";"2023JJ00";"     195"
"2687";"GM0899";"A047048";"2024JJ00";"       ."
"2688";"GM0312";"T001132";"2019JJ00";"     350"
"2689";"GM0312";"T001132";"2020JJ00";"     382"
"2690";"GM0312";"T001132";"2021JJ00";"     407"
"2691";"GM0312";"T001132";"2022JJ00";"     435"
"2692";"GM0312";"T001132";"2023JJ00";"     530"
"2693";"GM0312";"T001132";"2024JJ00";"     523"
"2694";"GM0312";"1014800";"2019JJ00";"     386"
"2695";"GM0312";"1014800";"2020JJ00";"     422"
"2696";"GM0312";"1014800";"2021JJ00";"     449"
"2697";"GM0312";"1014800";"2022JJ00";"     481"
"2698";"GM0312";"1014800";"2023JJ00";"     586"
"2699";"GM0312";"1014800";"2024JJ00";"       ."
"2700";"GM0312";"A047047";"2019JJ00";"     208"
"2701";"GM0312";"A047047";"2020JJ00";"     230"
"2702";"GM0312";"A047047";"2021JJ00";"     244"
"2703";"GM0312";"A047047";"2022JJ00";"     268"
"2704";"GM0312";"A047047";"2023JJ00";"     334"
"2705";"GM0312";"A047047";"2024JJ00";"       ."
"2706";"GM0312";"A047048";"2019JJ00";"     293"
"2707";"GM0312";"A047048";"2020JJ00";"     313"
"2708";"GM0312";"A047048";"2021JJ00";"     336"
"2709";"GM0312";"A047048";"2022JJ00";"     347"
"2710";"GM0312";"A047048";"2023JJ00";"     425"
"2711";"GM0312";"A047048";"2024JJ00";"       ."
"2712";"GM0313";"T001132";"2019JJ00";"     293"
"2713";"GM0313";"T001132";"2020JJ00";"     314"
"2714";"GM0313";"T001132";"2021JJ00";"     340"
"2715";"GM0313";"T001132";"2022JJ00";"     374"
"2716";"GM0313";"T001132";"2023JJ00";"     420"
"2717";"GM0313";"T001132";"2024JJ00";"     439"
"2718";"GM0313";"1014800";"2019JJ00";"     319"
"2719";"GM0313";"1014800";"2020JJ00";"     343"
"2720";"GM0313";"1014800";"2021JJ00";"     372"
"2721";"GM0313";"1014800";"2022JJ00";"     409"
"2722";"GM0313";"1014800";"2023JJ00";"     462"
"2723";"GM0313";"1014800";"2024JJ00";"       ."
"2724";"GM0313";"A047047";"2019JJ00";"     196"
"2725";"GM0313";"A047047";"2020JJ00";"     209"
"2726";"GM0313";"A047047";"2021JJ00";"     227"
"2727";"GM0313";"A047047";"2022JJ00";"     251"
"2728";"GM0313";"A047047";"2023JJ00";"     278"
"2729";"GM0313";"A047047";"2024JJ00";"       ."
"2730";"GM0313";"A047048";"2019JJ00";"     236"
"2731";"GM0313";"A047048";"2020JJ00";"     247"
"2732";"GM0313";"A047048";"2021JJ00";"     262"
"2733";"GM0313";"A047048";"2022JJ00";"     289"
"2734";"GM0313";"A047048";"2023JJ00";"     321"
"2735";"GM0313";"A047048";"2024JJ00";"       ."
"2736";"GM0214";"T001132";"2019JJ00";"     307"
"2737";"GM0214";"T001132";"2020JJ00";"     327"
"2738";"GM0214";"T001132";"2021JJ00";"     345"
"2739";"GM0214";"T001132";"2022JJ00";"     380"
"2740";"GM0214";"T001132";"2023JJ00";"     416"
"2741";"GM0214";"T001132";"2024JJ00";"     444"
"2742";"GM0214";"1014800";"2019JJ00";"     341"
"2743";"GM0214";"1014800";"2020JJ00";"     362"
"2744";"GM0214";"1014800";"2021JJ00";"     383"
"2745";"GM0214";"1014800";"2022JJ00";"     420"
"2746";"GM0214";"1014800";"2023JJ00";"     460"
"2747";"GM0214";"1014800";"2024JJ00";"       ."
"2748";"GM0214";"A047047";"2019JJ00";"     176"
"2749";"GM0214";"A047047";"2020JJ00";"     189"
"2750";"GM0214";"A047047";"2021JJ00";"     199"
"2751";"GM0214";"A047047";"2022JJ00";"     224"
"2752";"GM0214";"A047047";"2023JJ00";"     246"
"2753";"GM0214";"A047047";"2024JJ00";"       ."
"2754";"GM0214";"A047048";"2019JJ00";"     320"
"2755";"GM0214";"A047048";"2020JJ00";"     345"
"2756";"GM0214";"A047048";"2021JJ00";"     354"
"2757";"GM0214";"A047048";"2022JJ00";"     377"
"2758";"GM0214";"A047048";"2023JJ00";"     408"
"2759";"GM0214";"A047048";"2024JJ00";"       ."
"2760";"GM0502";"T001132";"2019JJ00";"     204"
"2761";"GM0502";"T001132";"2020JJ00";"     229"
"2762";"GM0502";"T001132";"2021JJ00";"     246"
"2763";"GM0502";"T001132";"2022JJ00";"     270"
"2764";"GM0502";"T001132";"2023JJ00";"     310"
"2765";"GM0502";"T001132";"2024JJ00";"     350"
"2766";"GM0502";"1014800";"2019JJ00";"     255"
"2767";"GM0502";"1014800";"2020JJ00";"     288"
"2768";"GM0502";"1014800";"2021JJ00";"     308"
"2769";"GM0502";"1014800";"2022JJ00";"     336"
"2770";"GM0502";"1014800";"2023JJ00";"     383"
"2771";"GM0502";"1014800";"2024JJ00";"       ."
"2772";"GM0502";"A047047";"2019JJ00";"     132"
"2773";"GM0502";"A047047";"2020JJ00";"     148"
"2774";"GM0502";"A047047";"2021JJ00";"     160"
"2775";"GM0502";"A047047";"2022JJ00";"     180"
"2776";"GM0502";"A047047";"2023JJ00";"     212"
"2777";"GM0502";"A047047";"2024JJ00";"       ."
"2778";"GM0502";"A047048";"2019JJ00";"     183"
"2779";"GM0502";"A047048";"2020JJ00";"     199"
"2780";"GM0502";"A047048";"2021JJ00";"     214"
"2781";"GM0502";"A047048";"2022JJ00";"     232"
"2782";"GM0502";"A047048";"2023JJ00";"     265"
"2783";"GM0502";"A047048";"2024JJ00";"       ."
"2784";"GM0383";"T001132";"2019JJ00";"     313"
"2785";"GM0383";"T001132";"2020JJ00";"     340"
"2786";"GM0383";"T001132";"2021JJ00";"     370"
"2787";"GM0383";"T001132";"2022JJ00";"     405"
"2788";"GM0383";"T001132";"2023JJ00";"     478"
"2789";"GM0383";"T001132";"2024JJ00";"     485"
"2790";"GM0383";"1014800";"2019JJ00";"     346"
"2791";"GM0383";"1014800";"2020JJ00";"     378"
"2792";"GM0383";"1014800";"2021JJ00";"     413"
"2793";"GM0383";"1014800";"2022JJ00";"     452"
"2794";"GM0383";"1014800";"2023JJ00";"     536"
"2795";"GM0383";"1014800";"2024JJ00";"       ."
"2796";"GM0383";"A047047";"2019JJ00";"     199"
"2797";"GM0383";"A047047";"2020JJ00";"     206"
"2798";"GM0383";"A047047";"2021JJ00";"     222"
"2799";"GM0383";"A047047";"2022JJ00";"     242"
"2800";"GM0383";"A047047";"2023JJ00";"     285"
"2801";"GM0383";"A047047";"2024JJ00";"       ."
"2802";"GM0383";"A047048";"2019JJ00";"     243"
"2803";"GM0383";"A047048";"2020JJ00";"     262"
"2804";"GM0383";"A047048";"2021JJ00";"     269"
"2805";"GM0383";"A047048";"2022JJ00";"     291"
"2806";"GM0383";"A047048";"2023JJ00";"     331"
"2807";"GM0383";"A047048";"2024JJ00";"       ."
"2808";"GM0109";"T001132";"2019JJ00";"     203"
"2809";"GM0109";"T001132";"2020JJ00";"     214"
"2810";"GM0109";"T001132";"2021JJ00";"     225"
"2811";"GM0109";"T001132";"2022JJ00";"     250"
"2812";"GM0109";"T001132";"2023JJ00";"     287"
"2813";"GM0109";"T001132";"2024JJ00";"     297"
"2814";"GM0109";"1014800";"2019JJ00";"     236"
